,Target
53072,1
53074,0
53080,1
53082,1
53087,0
53088,1
53090,0
53094,1
53095,1
53096,0
53097,1
53098,0
53099,1
53100,0
53101,0
53103,1
53105,0
53106,0
53108,1
53110,0
53111,1
53112,0
53115,1
53116,0
53120,1
53122,0
53128,0
53129,0
53130,0
53131,1
53135,1
53136,0
53137,1
53140,1
53141,0
53143,0
53144,0
53151,1
53160,1
53168,0
53169,0
53171,0
53173,1
53174,1
53175,1
53177,0
53178,0
53180,1
53181,0
53182,0
53186,1
53187,1
53188,0
53189,1
53190,0
53191,1
53192,0
53194,0
53196,0
53199,0
53200,1
53201,0
53202,1
53203,1
53204,0
53205,0
53208,0
53209,0
53210,1
53211,0
53212,0
53214,0
53217,1
53219,0
53220,0
53225,0
53226,1
53227,1
53228,0
53229,1
53231,0
53233,1
53239,1
53241,1
53243,0
53246,1
53247,0
53248,1
53250,0
53252,0
53253,0
53254,0
53255,1
53256,0
53257,0
53263,1
53266,0
53267,0
53268,1
53269,0
53270,1
53271,0
53274,0
53275,0
53276,1
53277,0
53279,1
53280,1
53287,1
53288,1
53290,1
53291,0
53292,1
53293,1
53294,1
53298,1
53299,1
53300,0
53301,1
53305,0
53306,1
53309,0
53310,0
53311,0
53313,0
53314,0
53321,1
53322,1
53323,0
53324,1
53327,0
53328,0
53330,1
53331,1
53334,1
53335,1
53337,1
53338,0
53341,0
53342,0
53343,0
53344,0
53346,0
53348,0
53349,0
53350,1
53353,1
53354,1
53355,0
53356,1
53359,0
53361,1
53362,0
53364,1
53371,0
53372,1
53377,1
53380,1
53381,0
53384,1
53385,1
53386,0
53387,1
53391,1
53392,0
53393,0
53394,1
53395,1
53400,1
53404,1
53405,0
53406,0
53407,1
53412,1
53413,1
53414,0
53420,1
53423,1
53424,0
53425,1
53426,0
53429,1
53433,0
53434,1
53436,0
53439,1
53440,1
53441,1
53442,1
53443,1
53446,0
53448,1
53449,1
53452,0
53453,1
53454,0
53456,1
53458,0
53459,1
53466,0
53468,0
53473,1
53477,1
53479,1
53481,0
53483,1
53484,1
53485,1
53486,0
53488,0
53493,0
53496,1
53498,1
53500,0
53501,1
53502,1
53503,1
53504,1
53509,0
53510,0
53511,0
53514,0
53522,0
53523,0
53525,1
53526,1
53528,1
53529,1
53533,0
53538,0
53539,0
53541,1
53542,1
53543,0
53547,0
53548,1
53549,0
53550,1
53551,1
53552,1
53553,0
53554,1
53558,1
53567,1
53568,1
53569,0
53570,0
53573,0
53575,1
53584,1
53587,1
53588,0
53591,1
53593,1
53594,1
53598,0
53607,1
53609,1
53610,1
53611,0
53612,1
53613,0
53614,1
53615,1
53616,1
53617,1
53618,0
53621,1
53626,0
53627,0
53629,0
53630,0
53633,1
53641,0
53643,0
53644,0
53645,0
53646,1
53649,1
53650,0
53652,1
53653,1
53654,1
53656,1
53657,0
53658,0
53661,0
53662,1
53667,0
53669,1
53671,1
53672,0
53676,1
53677,1
53678,1
53680,1
53682,0
53683,0
53685,1
53688,0
53689,1
53692,0
53693,0
53697,1
53700,1
53701,0
53702,1
53706,1
53707,1
53710,1
53712,0
53714,1
53715,1
53716,1
53717,0
53718,0
53719,0
53720,0
53722,1
53724,1
53729,0
53730,1
53734,0
53739,1
53741,0
53742,0
53743,0
53745,1
53747,0
53748,1
53750,1
53751,1
53756,1
53757,0
53758,0
53759,0
53765,1
53766,1
53767,1
53771,1
53774,1
53775,0
53778,1
53780,0
53781,1
53785,1
53788,1
53790,1
53792,0
53793,1
53797,0
53798,1
53800,0
53801,1
53805,1
53807,1
53809,1
53813,0
53815,1
53816,0
53818,0
53824,1
53825,0
53826,1
53828,1
53831,1
53833,1
53834,1
53836,1
53837,0
53840,1
53843,1
53844,1
53845,0
53848,1
53849,1
53852,0
53859,0
53860,1
53863,0
53864,0
53866,0
53867,1
53869,1
53870,1
53871,1
53872,1
53874,1
53876,0
53879,0
53884,1
53887,0
53889,0
53891,1
53892,1
53894,1
53895,1
53896,1
53900,0
53903,1
53904,1
53905,0
53909,0
53910,1
53913,1
53914,0
53916,1
53917,1
53920,1
53922,1
53924,0
53925,0
53926,0
53927,0
53932,1
53934,0
53937,1
53939,1
53940,1
53943,1
53944,0
53946,1
53947,0
53951,1
53952,0
53955,0
53956,0
53957,1
53958,0
53962,1
53963,1
53965,0
53966,0
53967,1
53968,0
53969,1
53970,1
53972,1
53974,1
53975,1
53976,1
53977,1
53979,1
53982,0
53983,1
53985,1
53990,1
53991,1
53994,0
53998,1
53999,0
54000,0
54001,0
54002,1
54003,0
54006,0
54009,0
54013,1
54014,0
54015,0
54017,0
54019,1
54024,1
54028,1
54030,0
54032,0
54033,1
54035,1
54038,1
54040,1
54042,0
54044,0
54045,0
54049,1
54050,0
54056,1
54064,0
54066,1
54068,0
54069,0
54070,1
54075,1
54078,0
54079,0
54081,1
54082,1
54083,0
54086,0
54087,1
54088,1
54090,0
54091,0
54093,0
54094,0
54095,0
54096,0
54097,0
54099,0
54101,0
54104,0
54105,1
54106,1
54107,0
54109,0
54110,0
54111,0
54112,0
54114,0
54117,0
54120,1
54127,1
54130,1
54131,0
54133,1
54134,1
54135,1
54138,1
54139,0
54144,0
54148,1
54149,1
54150,0
54151,1
54152,1
54153,0
54156,0
54158,1
54160,1
54162,0
54163,0
54164,1
54166,1
54168,0
54172,0
54174,0
54178,1
54179,1
54180,0
54183,0
54186,1
54187,1
54191,1
54192,0
54193,0
54196,1
54199,1
54200,1
54202,0
54204,0
54207,0
54208,1
54209,1
54211,0
54212,1
54213,1
54215,1
54218,0
54221,1
54223,0
54225,1
54228,0
54229,0
54231,1
54234,1
54236,0
54238,1
54239,0
54240,1
54244,0
54245,1
54247,0
54250,1
54251,0
54253,1
54255,0
54256,0
54258,1
54259,0
54264,0
54265,1
54268,1
54270,0
54271,1
54274,0
54280,1
54281,1
54282,1
54283,0
54285,1
54286,1
54288,0
54289,0
54291,1
54294,0
54295,1
54297,0
54298,0
54299,1
54300,0
54301,0
54307,1
54308,1
54310,1
54314,0
54315,1
54317,1
54318,0
54320,1
54323,0
54327,0
54328,0
54330,0
54332,0
54333,0
54336,1
54339,1
54341,1
54345,0
54346,0
54349,0
54351,0
54352,1
54354,0
54355,0
54357,0
54361,0
54365,1
54366,0
54370,0
54371,0
54372,1
54373,1
54375,1
54377,0
54378,0
54379,1
54386,1
54388,1
54389,0
54390,0
54391,0
54393,1
54395,0
54397,0
54398,0
54399,0
54401,1
54402,0
54403,1
54405,1
54406,1
54407,1
54409,1
54410,0
54413,0
54418,1
54423,0
54424,0
54425,1
54427,0
54428,1
54429,1
54430,0
54431,1
54432,1
54434,0
54435,1
54436,1
54437,1
54439,0
54440,1
54441,1
54442,0
54443,0
54444,1
54445,1
54446,0
54449,0
54452,0
54456,1
54457,1
54458,1
54460,1
54462,1
54466,1
54476,1
54479,1
54482,1
54483,1
54484,0
54485,1
54487,1
54488,1
54489,1
54492,1
54493,1
54494,1
54495,1
54496,1
54497,1
54498,0
54499,0
54500,1
54501,1
54502,1
54504,0
54505,0
54508,1
54509,1
54510,1
54511,1
54514,0
54516,1
54518,0
54519,1
54522,0
54524,1
54526,1
54527,0
54529,1
54531,1
54534,0
54537,1
54538,1
54539,1
54541,1
54542,1
54543,1
54544,1
54545,0
54546,0
54548,1
54549,1
54551,0
54553,1
54555,0
54557,0
54560,1
54561,1
54564,0
54566,1
54569,1
54571,1
54572,0
54573,1
54574,1
54575,1
54578,1
54579,1
54581,0
54582,0
54585,1
54586,1
54587,1
54589,1
54592,1
54594,0
54595,1
54596,0
54597,0
54598,0
54599,1
54600,0
54602,1
54603,0
54604,1
54608,0
54612,1
54614,0
54615,1
54616,0
54623,0
54624,0
54626,0
54628,0
54630,0
54631,1
54632,0
54633,1
54634,0
54637,0
54640,1
54641,1
54643,1
54644,0
54647,1
54648,0
54649,0
54652,1
54653,0
54654,0
54655,1
54657,1
54658,1
54660,1
54661,0
54664,0
54665,0
54672,1
54675,0
54679,0
54680,0
54682,1
54685,1
54686,0
54687,1
54689,1
54690,1
54691,1
54696,0
54699,1
54701,0
54702,0
54703,0
54704,0
54706,1
54707,1
54709,1
54712,1
54713,0
54715,1
54716,1
54718,0
54719,0
54725,0
54727,1
54728,0
54733,1
54734,1
54735,0
54738,0
54739,0
54743,1
54746,0
54747,0
54748,1
54752,0
54753,1
54757,1
54759,1
54760,0
54765,0
54766,0
54767,1
54768,1
54769,0
54770,1
54771,1
54774,0
54777,1
54778,1
54779,0
54780,1
54781,1
54782,0
54784,0
54786,1
54791,1
54795,0
54798,1
54799,0
54800,0
54801,0
54803,0
54804,1
54807,1
54808,0
54809,0
54810,0
54811,1
54816,1
54817,0
54818,1
54821,0
54825,0
54826,1
54827,0
54829,1
54830,0
54831,1
54832,1
54833,1
54834,0
54836,1
54840,1
54844,1
54845,0
54848,0
54849,0
54851,1
54854,1
54855,0
54859,0
54860,1
54863,1
54864,0
54865,1
54868,1
54869,1
54872,0
54877,1
54878,1
54883,1
54884,0
54886,0
54888,0
54889,0
54891,1
54896,1
54897,1
54898,1
54899,0
54901,1
54902,1
54904,1
54906,1
54907,0
54908,1
54911,0
54913,0
54914,0
54915,0
54919,1
54922,0
54924,1
54925,0
54927,1
54928,0
54929,0
54931,0
54932,0
54933,0
54934,1
54937,1
54938,1
54939,0
54940,1
54942,0
54943,1
54945,0
54946,0
54948,0
54949,1
54954,0
54955,0
54957,0
54959,1
54960,0
54961,1
54963,1
54965,1
54966,1
54967,1
54968,1
54969,0
54971,1
54972,1
54975,0
54976,1
54977,0
54978,1
54979,1
54981,0
54982,1
54983,1
54986,1
54988,0
54989,1
54992,1
54995,1
54996,0
54998,0
55000,0
55002,1
55003,1
55004,0
55005,1
55006,0
55010,1
55011,0
55014,0
55016,1
55019,0
55021,1
55022,0
55025,0
55026,1
55027,1
55028,1
55029,0
55031,1
55032,1
55036,1
55038,1
55039,0
55040,0
55044,1
55045,0
55050,1
55051,0
55052,0
55054,0
55055,0
55063,0
55064,0
55067,0
55068,1
55069,1
55073,0
55074,1
55079,1
55081,1
55082,1
55083,0
55084,0
55086,1
55088,1
55089,1
55090,1
55091,1
55092,0
55097,0
55100,0
55101,1
55104,1
55105,1
55107,1
55108,1
55109,1
55113,1
55115,1
55117,1
55118,1
55119,0
55122,1
55123,0
55124,1
55125,1
55127,0
55128,1
55131,0
55132,1
55134,0
55135,0
55136,1
55138,1
55139,1
55140,1
55141,1
55142,0
55143,1
55145,0
55147,0
55148,0
55150,1
55151,1
55152,0
55154,0
55155,0
55157,0
55158,0
55159,0
55160,1
55161,0
55162,1
55163,1
55165,1
55167,1
55168,1
55172,0
55173,1
55174,0
55175,0
55176,1
55177,1
55178,0
55179,1
55182,0
55184,0
55185,1
55186,0
55187,0
55188,0
55189,0
55190,1
55192,0
55195,0
55196,0
55197,1
55198,0
55200,0
55201,0
55202,0
55203,0
55207,0
55208,0
55209,0
55210,0
55211,0
55214,1
55215,1
55217,1
55218,0
55221,0
55222,1
55225,0
55227,0
55228,1
55229,1
55231,0
55232,0
55233,1
55234,0
55236,1
55237,1
55239,1
55240,0
55245,0
55249,0
55251,1
55252,0
55253,1
55255,0
55256,1
55257,1
55258,1
55260,0
55261,1
55266,1
55267,0
55269,0
55273,1
55274,1
55275,0
55276,0
55277,0
55281,1
55282,1
55285,0
55288,1
55290,1
55291,0
55293,1
55294,0
55295,1
55296,1
55298,0
55300,1
55303,1
55304,1
55305,1
55307,1
55308,1
55309,0
55310,1
55312,1
55314,1
55315,0
55316,0
55317,0
55320,1
55323,1
55324,0
55325,1
55326,0
55327,1
55328,1
55330,0
55332,1
55334,1
55335,0
55341,1
55343,0
55344,1
55346,0
55348,0
55350,1
55351,1
55352,0
55353,1
55355,1
55358,0
55360,0
55361,0
55364,1
55365,0
55370,1
55371,0
55372,1
55373,1
55374,0
55376,0
55378,0
55380,1
55382,1
55383,1
55384,1
55386,1
55388,1
55390,0
55392,0
55393,1
55396,1
55397,0
55399,0
55402,0
55405,0
55409,1
55410,0
55412,0
55413,1
55414,1
55416,0
55419,1
55421,0
55423,1
55424,0
55427,1
55432,0
55433,0
55434,1
55436,1
55437,0
55439,0
55441,0
55443,1
55444,0
55446,1
55447,1
55448,0
55451,0
55453,0
55455,1
55457,1
55458,1
55459,0
55461,1
55462,0
55463,1
55465,1
55466,1
55467,0
55468,1
55469,0
55471,1
55474,0
55475,1
55478,1
55479,0
55480,1
55481,0
55483,0
55486,1
55487,1
55489,1
55490,0
55492,1
55493,1
55494,1
55495,1
55498,1
55499,0
55503,1
55504,1
55507,0
55509,1
55510,1
55513,0
55514,1
55516,1
55517,1
55518,0
55520,0
55521,1
55522,0
55524,1
55527,1
55528,0
55530,0
55531,0
55532,1
55534,1
55535,0
55536,1
55537,1
55539,1
55541,1
55542,0
55545,0
55546,0
55547,1
55549,1
55551,1
55553,0
55554,1
55555,0
55557,1
55559,0
55564,0
55566,0
55572,0
55573,0
55574,0
55575,0
55577,1
55580,0
55581,0
55586,1
55587,0
55588,0
55591,1
55594,0
55595,0
55597,0
55598,1
55600,1
55601,0
55602,0
55603,1
55607,1
55608,1
55609,0
55610,1
55612,1
55618,0
55620,1
55621,0
55623,1
55624,1
55627,0
55628,1
55629,1
55630,0
55637,0
55638,0
55640,1
55642,1
55645,0
55647,1
55648,1
55649,0
55650,1
55652,1
55655,0
55657,0
55658,0
55661,0
55662,0
55663,0
55664,0
55665,1
55666,1
55668,0
55669,1
55670,0
55672,1
55678,0
55680,1
55681,0
55682,0
55683,1
55684,1
55685,1
55686,1
55687,1
55689,0
55692,1
55695,1
55696,0
55697,1
55698,0
55701,1
55704,0
55707,1
55708,1
55713,0
55715,0
55716,0
55717,1
55718,0
55719,0
55722,0
55723,1
55725,1
55726,1
55729,0
55730,0
55731,1
55732,1
55737,0
55738,1
55740,1
55743,0
55745,0
55746,1
55747,0
55748,1
55749,1
55750,0
55754,1
55758,1
55760,0
55764,1
55765,1
55766,1
55767,1
55772,1
55773,0
55774,1
55775,1
55780,1
55781,0
55782,1
55784,1
55786,0
55787,0
55789,0
55790,0
55791,0
55792,0
55794,0
55795,0
55796,0
55798,1
55799,1
55802,0
55806,0
55807,1
55809,1
55811,1
55814,1
55815,0
55820,1
55821,1
55822,1
55824,0
55829,0
55831,1
55832,1
55834,1
55835,1
55836,1
55839,1
55840,0
55841,0
55843,0
55846,0
55848,1
55850,0
55851,0
55852,1
55854,0
55856,1
55857,1
55858,1
55860,0
55861,0
55865,0
55870,1
55871,0
55872,1
55873,0
55878,1
55879,0
55880,0
55881,0
55883,0
55885,1
55886,1
55889,0
55891,1
55892,0
55893,1
55894,1
55900,1
55902,0
55903,1
55904,1
55905,1
55906,0
55908,1
55909,0
55910,1
55912,1
55913,0
55916,1
55918,0
55919,0
55922,1
55924,0
55926,0
55927,0
55928,1
55931,1
55932,0
55934,1
55936,1
55938,0
55939,1
55940,0
55941,0
55942,1
55943,1
55944,1
55946,1
55947,1
55948,0
55955,1
55957,0
55958,1
55959,1
55963,1
55964,0
55965,1
55967,0
55970,0
55971,0
55974,0
55978,0
55979,1
55980,1
55981,0
55982,0
55983,0
55984,0
55986,0
55987,1
55990,1
55991,0
55992,1
55993,0
55994,0
55996,0
55997,0
55998,1
56001,0
56002,1
56003,0
56006,0
56007,0
56008,0
56009,0
56018,0
56021,0
56024,0
56027,0
56029,0
56030,0
56031,1
56032,0
56034,0
56036,1
56040,1
56042,0
56043,0
56044,1
56045,0
56047,1
56048,0
56050,1
56051,0
56052,1
56053,1
56055,0
56058,0
56059,1
56060,1
56061,0
56062,1
56066,1
56071,1
56073,1
56076,0
56077,0
56079,1
56080,0
56085,0
56088,1
56089,1
56091,1
56092,1
56095,1
56096,1
56099,1
56101,1
56103,1
56104,0
56106,0
56107,1
56108,1
56110,1
56113,0
56114,0
56117,1
56119,1
56120,1
56121,0
56122,1
56123,1
56125,0
56126,0
56127,1
56128,0
56131,0
56132,0
56135,1
56141,1
56142,1
56143,1
56144,1
56145,1
56148,1
56150,1
56151,0
56152,0
56154,0
56155,1
56156,0
56157,1
56159,1
56163,1
56164,1
56166,0
56167,0
56168,0
56175,0
56178,1
56179,1
56180,0
56181,0
56182,1
56183,1
56186,1
56188,1
56191,0
56192,0
56193,0
56194,1
56195,0
56197,1
56199,0
56200,1
56201,0
56203,0
56205,1
56210,0
56211,1
56212,1
56214,1
56215,1
56216,1
56217,1
56219,0
56220,1
56222,1
56224,1
56225,0
56227,0
56229,0
56231,1
56232,1
56233,1
56234,1
56235,1
56236,0
56239,1
56240,0
56241,0
56243,0
56244,1
56245,1
56246,1
56247,0
56248,0
56251,1
56252,1
56254,0
56255,1
56256,0
56258,0
56259,1
56260,0
56261,0
56263,0
56264,0
56266,0
56267,0
56272,1
56274,0
56275,0
56276,1
56278,0
56279,1
56280,1
56281,0
56286,0
56289,1
56290,0
56293,1
56294,0
56298,1
56303,1
56304,1
56305,1
56309,1
56311,1
56313,0
56314,1
56315,1
56319,0
56321,1
56322,0
56324,0
56327,0
56328,0
56329,1
56330,1
56332,1
56333,1
56334,0
56335,0
56340,1
56346,1
56347,0
56348,0
56350,0
56351,0
56352,1
56354,1
56355,1
56356,1
56358,0
56361,0
56363,1
56364,1
56368,0
56369,0
56374,1
56376,0
56377,1
56380,1
56387,0
56388,0
56389,1
56390,0
56394,0
56395,0
56396,1
56397,1
56401,0
56403,1
56404,1
56406,0
56408,1
56410,1
56414,0
56415,1
56416,1
56417,0
56419,0
56421,1
56422,1
56423,0
56424,1
56425,1
56426,1
56427,1
56430,1
56431,1
56434,0
56435,0
56436,1
56439,1
56440,0
56441,0
56442,1
56444,1
56445,0
56446,0
56447,0
56448,1
56450,1
56451,0
56453,1
56454,1
56455,1
56457,1
56458,0
56459,0
56462,0
56464,1
56465,1
56467,1
56468,0
56469,1
56470,0
56471,1
56472,1
56477,0
56479,1
56483,0
56484,0
56485,1
56491,1
56492,1
56497,0
56498,1
56499,0
56500,0
56501,1
56502,1
56503,0
56504,1
56507,0
56508,1
56509,1
56511,1
56512,0
56516,0
56517,0
56519,0
56520,0
56522,1
56527,0
56528,0
56529,0
56532,0
56535,0
56536,1
56539,0
56540,0
56542,0
56543,1
56545,1
56547,1
56548,0
56549,1
56550,0
56552,1
56553,1
56554,0
56556,1
56557,1
56558,1
56564,0
56565,0
56566,1
56567,1
56569,0
56570,1
56572,1
56574,0
56575,0
56577,1
56580,1
56581,0
56582,0
56583,1
56586,0
56588,1
56589,1
56590,1
56591,1
56593,1
56594,1
56595,1
56596,1
56597,0
56599,0
56601,0
56603,1
56608,1
56609,1
56613,1
56614,0
56619,0
56621,1
56623,0
56624,0
56625,1
56626,0
56629,0
56632,1
56636,1
56637,0
56639,1
56640,1
56641,1
56643,0
56644,0
56645,0
56646,0
56647,1
56648,0
56652,1
56654,0
56655,0
56657,1
56659,0
56661,0
56662,1
56663,1
56664,0
56668,0
56669,0
56670,1
56671,1
56673,0
56674,1
56676,1
56678,1
56679,0
56680,0
56681,1
56682,0
56683,1
56690,0
56691,1
56692,1
56693,0
56694,0
56695,1
56697,0
56698,1
56701,0
56703,1
56704,0
56706,1
56707,0
56708,0
56709,0
56711,1
56712,0
56713,1
56716,1
56717,1
56721,1
56723,1
56726,1
56727,0
56728,1
56729,0
56736,1
56737,1
56739,1
56743,0
56744,0
56745,0
56746,0
56747,1
56751,1
56753,0
56754,0
56755,0
56756,0
56757,1
56759,0
56761,0
56762,1
56764,1
56766,1
56767,0
56768,1
56769,0
56770,0
56771,0
56772,1
56775,1
56777,1
56779,1
56781,1
56783,1
56784,0
56788,0
56790,1
56791,1
56796,1
56797,1
56798,0
56799,0
56800,1
56802,1
56803,1
56804,0
56806,1
56807,0
56808,0
56815,1
56816,0
56817,1
56818,1
56820,1
56821,1
56822,1
56824,1
56825,1
56828,1
56829,0
56833,0
56838,1
56839,0
56840,1
56844,0
56848,0
56850,1
56852,1
56854,0
56855,1
56857,1
56858,1
56860,0
56865,1
56866,1
56867,0
56870,0
56872,1
56874,0
56875,0
56877,1
56879,1
56882,0
56883,0
56886,1
56888,0
56889,1
56891,1
56893,0
56895,1
56897,1
56898,0
56899,1
56900,0
56901,0
56902,1
56903,1
56905,0
56906,1
56908,1
56909,0
56910,1
56911,1
56912,0
56915,0
56916,0
56918,1
56921,1
56924,1
56927,1
56929,1
56935,1
56936,0
56938,1
56943,0
56945,0
56946,0
56947,1
56948,0
56952,0
56953,1
56954,1
56957,0
56959,1
56961,1
56963,1
56966,1
56967,1
56969,1
56971,0
56972,0
56975,0
56979,1
56980,1
56982,1
56983,0
56984,1
56985,1
56987,1
56996,1
56997,0
56999,1
57000,0
57001,0
57003,0
57004,0
57005,1
57007,0
57008,0
57009,1
57010,0
57014,1
57015,1
57019,1
57020,1
57021,1
57022,0
57024,0
57028,1
57030,0
57032,0
57033,0
57034,1
57036,0
57040,0
57043,1
57044,1
57046,0
57047,0
57050,0
57051,0
57054,1
57056,1
57059,1
57060,1
57064,1
57065,1
57066,0
57069,1
57072,0
57073,0
57075,0
57076,1
57077,0
57078,1
57081,1
57082,1
57083,1
57084,1
57085,1
57086,1
57087,1
57088,1
57095,0
57097,1
57099,1
57100,1
57101,0
57103,1
57104,1
57107,1
57112,1
57113,1
57114,0
57115,1
57120,1
57121,0
57123,1
57125,0
57126,0
57128,1
57130,0
57135,1
57136,0
57139,0
57140,1
57143,0
57144,1
57145,1
57146,1
57151,1
57152,0
57153,0
57157,0
57158,0
57161,1
57162,1
57165,0
57170,1
57171,0
57174,1
57175,1
57178,0
57179,1
57180,1
57181,0
57182,1
57183,0
57184,1
57185,1
57186,0
57187,1
57190,1
57191,1
57193,0
57198,0
57199,0
57200,1
57201,1
57202,0
57203,1
57209,1
57211,0
57212,0
57213,1
57215,1
57216,1
57218,0
57219,0
57220,1
57222,0
57223,0
57224,1
57229,1
57230,0
57232,1
57233,0
57234,0
57236,0
57238,1
57239,0
57240,1
57241,0
57242,0
57243,1
57245,1
57247,1
57253,1
57254,0
57255,0
57262,1
57264,1
57265,1
57268,1
57269,1
57274,1
57275,1
57277,1
57278,0
57280,0
57285,1
57286,1
57288,1
57289,1
57293,0
57294,0
57295,0
57296,1
57301,0
57303,0
57304,0
57306,0
57309,0
57311,1
57312,0
57314,1
57316,0
57317,1
57318,1
57319,1
57320,0
57322,1
57323,1
57324,1
57326,0
57328,0
57330,1
57333,1
57337,0
57339,1
57341,1
57342,0
57343,1
57344,0
57345,0
57346,1
57348,1
57349,1
57351,0
57354,1
57355,1
57356,1
57359,0
57362,0
57364,1
57371,0
57372,1
57373,0
57374,0
57375,0
57377,1
57380,0
57383,1
57385,0
57386,0
57387,1
57388,0
57391,1
57393,0
57394,0
57396,1
57398,1
57400,0
57402,0
57408,1
57412,1
57414,1
57415,0
57418,1
57423,1
57425,0
57426,1
57427,0
57430,1
57435,1
57439,0
57441,0
57442,1
57443,1
57444,0
57446,1
57447,0
57448,1
57449,1
57451,0
57452,0
57454,0
57455,0
57456,0
57457,1
57460,0
57461,0
57463,0
57464,1
57465,0
57466,1
57467,1
57468,1
57470,0
57471,1
57472,1
57473,0
57474,1
57475,1
57477,0
57479,1
57480,1
57482,1
57483,0
57484,0
57487,0
57489,1
57490,1
57491,1
57492,0
57493,0
57494,1
57496,0
57499,1
57500,1
57501,1
57503,0
57504,0
57505,0
57506,1
57510,1
57515,1
57518,0
57519,1
57520,0
57521,0
57524,1
57526,1
57528,0
57529,0
57530,0
57531,1
57532,0
57536,0
57537,0
57538,0
57540,0
57541,0
57544,0
57546,1
57547,1
57548,0
57552,1
57553,0
57554,0
57555,1
57557,1
57559,0
57561,1
57565,1
57566,0
57567,1
57568,1
57570,1
57571,0
57576,1
57579,1
57580,1
57581,1
57583,0
57584,0
57586,0
57587,0
57592,0
57595,0
57597,1
57599,1
57600,1
57602,1
57603,1
57604,1
57608,1
57610,0
57611,1
57613,1
57614,1
57616,1
57618,1
57620,1
57623,0
57624,0
57625,1
57627,0
57628,1
57629,1
57630,0
57631,1
57632,1
57634,1
57635,1
57636,0
57638,1
57640,1
57642,1
57643,1
57644,0
57645,0
57646,1
57648,1
57649,0
57650,1
57652,1
57653,1
57654,0
57655,1
57659,0
57661,1
57663,0
57664,1
57667,1
57669,1
57670,0
57671,0
57673,1
57674,1
57676,0
57677,1
57680,0
57682,1
57686,0
57688,1
57689,0
57691,1
57692,0
57694,1
57696,1
57697,0
57698,1
57699,0
57701,1
57709,1
57711,1
57713,1
57714,1
57715,1
57718,1
57721,0
57722,1
57725,0
57726,0
57730,0
57731,1
57732,0
57733,1
57734,1
57735,1
57736,1
57738,1
57739,0
57740,1
57742,1
57744,0
57745,1
57746,1
57747,0
57750,1
57753,1
57757,0
57760,1
57761,1
57763,0
57765,0
57767,0
57769,1
57770,1
57774,0
57775,0
57776,0
57778,0
57780,0
57784,1
57787,1
57789,1
57790,0
57791,1
57794,1
57795,1
57796,1
57797,1
57798,0
57799,1
57800,1
57801,1
57802,1
57805,1
57806,1
57809,1
57811,1
57812,1
57813,1
57814,0
57816,1
57817,0
57822,0
57823,1
57827,0
57829,1
57830,0
57831,0
57834,0
57835,1
57836,0
57837,1
57839,0
57840,1
57841,1
57843,0
57844,1
57845,1
57846,0
57849,1
57851,0
57853,1
57854,1
57855,0
57857,0
57858,1
57859,1
57862,1
57864,0
57865,0
57866,0
57868,1
57869,1
57870,1
57872,1
57873,1
57876,1
57877,0
57878,1
57879,0
57880,1
57881,1
57883,1
57884,1
57886,0
57888,1
57889,1
57890,1
57893,1
57895,0
57897,1
57898,0
57899,0
57903,0
57904,1
57906,0
57908,0
57911,1
57915,0
57918,0
57921,1
57928,1
57929,1
57932,0
57935,0
57936,0
57937,1
57938,0
57940,0
57942,1
57943,1
57944,0
57947,1
57948,0
57950,1
57952,1
57953,1
57954,1
57956,0
57957,0
57960,1
57961,0
57962,0
57965,1
57968,1
57969,1
57972,0
57973,0
57977,1
57978,1
57979,1
57981,1
57985,0
57989,1
57990,0
57992,1
57993,1
57995,1
57996,1
57997,0
57999,1
58000,0
58001,1
58003,1
58004,1
58006,0
58009,1
58013,1
58014,0
58018,1
58019,1
58020,1
58022,0
58023,0
58026,1
58027,1
58029,1
58033,0
58035,0
58036,0
58037,0
58038,0
58039,0
58041,1
58045,0
58046,0
58047,1
58050,0
58052,1
58055,1
58058,0
58059,0
58060,1
58065,0
58068,0
58070,1
58071,1
58073,1
58076,1
58078,1
58080,0
58082,0
58083,1
58084,1
58085,1
58087,1
58090,1
58095,0
58098,1
58101,1
58102,1
58103,1
58106,1
58107,1
58108,0
58112,0
58115,1
58116,1
58117,0
58118,0
58119,1
58120,0
58121,0
58123,1
58125,1
58126,0
58128,1
58129,0
58131,1
58135,1
58136,0
58137,1
58138,1
58139,0
58140,1
58142,0
58143,1
58146,1
58149,0
58150,1
58151,0
58153,1
58154,0
58155,1
58157,1
58158,1
58165,0
58166,1
58167,0
58168,1
58169,0
58171,1
58172,1
58175,1
58177,1
58178,1
58180,1
58183,1
58184,1
58185,0
58190,0
58192,0
58193,1
58197,0
58198,1
58199,0
58200,1
58201,1
58202,0
58203,1
58207,1
58208,1
58209,1
58210,1
58213,0
58215,1
58217,1
58219,1
58220,1
58221,1
58222,0
58223,1
58224,0
58227,0
58229,0
58232,0
58234,1
58237,1
58240,1
58243,1
58244,0
58247,1
58248,0
58249,1
58254,1
58256,0
58257,0
58258,0
58259,1
58260,1
58264,1
58265,1
58266,1
58269,1
58272,0
58279,0
58281,0
58283,1
58284,1
58285,1
58287,0
58288,1
58291,0
58292,0
58294,1
58295,1
58297,0
58298,0
58300,0
58303,1
58304,1
58305,1
58309,1
58311,1
58313,1
58316,1
58317,1
58318,0
58319,0
58321,0
58323,0
58324,1
58325,0
58328,1
58329,1
