,CRIM,ZN,CHAS,NOX,RM,DIS,RAD,TAX,PTRATIO,B,LSTAT,Price,Price_Est,SST,SSR,RMSE
412,18.811,0,0,0.597,4.628,1.5539,24,666,20.2,28.79,34.37,17.9,1.72109887,21.46289444,433.1271672,261.7568418
413,28.6558,0,0,0.597,5.155,1.5894,24,666,20.2,210.97,20.08,16.3,11.7666029,38.84787467,115.9111362,20.55168927
414,45.7461,0,0,0.693,4.519,1.6582,24,666,20.2,88.27,36.98,7,-4.24764698,241.2680723,717.1926792,126.5095626
415,18.0846,0,0,0.679,6.434,1.8347,24,666,20.2,27.25,29.05,7.2,9.58745807,235.0949498,167.5820414,5.699956036
416,10.8342,0,0,0.679,6.782,1.8195,24,666,20.2,21.57,25.79,7.5,13.36989927,225.985266,83.95886568,34.45571744
417,25.9406,0,0,0.679,5.304,1.6475,24,666,20.2,127.36,26.64,10.4,6.90998211,147.2049893,244.0726364,12.18022487
418,73.5341,0,0,0.679,5.957,1.8026,24,666,20.2,16.45,20.62,8.8,6.11636274,188.5899695,269.49962,7.201908943
419,11.8123,0,0,0.718,6.824,1.794,24,666,20.2,48.45,22.74,8.4,14.62785428,199.7362146,62.48826682,38.78616893
420,11.0874,0,0,0.718,6.411,1.8589,24,666,20.2,318.75,15.02,16.7,19.58775841,34.02162961,8.673307216,8.339148635
421,7.02259,0,0,0.718,6.006,1.8746,24,666,20.2,319.98,15.7,14.2,18.12137142,69.43566124,19.46075788,15.37715384
422,12.0482,0,0,0.614,5.648,1.9512,24,666,20.2,291.55,14.1,20.8,18.48014668,3.002617757,16.42405019,5.381719426
423,7.05042,0,0,0.614,6.103,2.0218,24,666,20.2,2.52,23.29,13.4,13.15557641,83.40815135,87.93244082,0.05974289
424,8.79212,0,0,0.584,5.565,2.0635,24,666,20.2,3.65,17.16,11.7,14.59459674,117.3496929,63.01517137,8.378690299
425,15.8603,0,0,0.679,5.896,1.9096,24,666,20.2,7.68,24.39,8.3,9.92482316,202.5727759,158.9612395,2.640050301
426,12.2472,0,0,0.584,5.837,1.9976,24,666,20.2,24.65,15.69,10.2,16.3159922,152.0981118,38.64877785,37.40536059
427,37.6619,0,0,0.679,6.202,1.8629,24,666,20.2,18.82,14.52,10.9,14.05619241,135.322183,71.85298345,9.961550529
428,7.36711,0,0,0.679,6.193,1.9356,24,666,20.2,96.73,21.52,11,14.26377696,133.0056217,68.37684669,10.65224002
429,9.33889,0,0,0.679,6.38,1.9682,24,666,20.2,60.72,24.08,9.5,13.03952418,169.8540407,90.12240579,12.52823145
430,8.49213,0,0,0.584,6.348,2.0527,24,666,20.2,83.45,17.64,14.5,18.11118162,64.52597744,19.55076504,13.04063268
431,10.0623,0,0,0.584,6.833,2.0882,24,666,20.2,81.33,19.69,14.1,18.64071434,71.1122225,15.14838001,20.61808672
432,6.44405,0,0,0.584,6.425,2.2004,24,666,20.2,97.95,12.03,16.1,21.4720809,41.3809972,1.125138425,28.8592532
433,5.58107,0,0,0.713,6.436,2.3158,24,666,20.2,100.19,16.22,14.3,17.02482195,67.77909997,30.33789184,7.42465467
434,13.9134,0,0,0.713,6.208,2.2222,24,666,20.2,100.63,15.17,11.7,15.9473713,117.3496929,43.36795446,18.04016296
435,11.1604,0,0,0.74,6.629,2.1247,24,666,20.2,109.85,23.27,13.4,13.37534235,83.40815135,83.85914644,0.000608
436,14.4208,0,0,0.74,6.461,2.0026,24,666,20.2,27.49,18.05,9.6,14.52752886,167.2574794,64.08446728,24.28054067
437,15.1772,0,0,0.74,6.152,1.9142,24,666,20.2,9.32,26.45,8.7,8.84397438,191.3465308,187.38412,0.020728622
438,13.6781,0,0,0.74,5.935,1.8206,24,666,20.2,68.95,34.02,8.4,4.91972334,199.7362146,310.2206922,12.11232563
439,9.39063,0,0,0.74,5.627,1.8172,24,666,20.2,396.9,22.88,12.8,13.09036647,94.72751894,89.15967044,0.084312686
440,22.0511,0,0,0.74,5.818,1.8662,24,666,20.2,391.45,22.11,10.5,12.72265182,144.788428,96.23913139,4.940181113
441,9.72418,0,0,0.74,6.406,2.0651,24,666,20.2,385.96,19.52,17.1,17.29980972,29.51538456,27.38425348,0.039923923
442,5.66637,0,0,0.74,6.219,2.0048,24,666,20.2,395.69,16.59,18.4,18.74049393,17.08008811,14.38163328,0.115936118
443,9.96654,0,0,0.74,6.485,1.9784,24,666,20.2,386.73,18.85,15.4,18.06058438,50.87692606,20.00076908,7.078709264
444,12.8023,0,0,0.74,5.854,1.8956,24,666,20.2,240.52,23.79,10.8,11.53657696,137.6587442,120.9170602,0.542545618
445,10.6718,0,0,0.74,6.459,1.9879,24,666,20.2,43.06,23.98,11.8,11.99404295,115.1931316,111.0655335,0.037652666
446,6.28807,0,0,0.74,6.341,2.072,24,666,20.2,318.01,17.79,14.9,17.68704341,58.25973238,23.4814182,7.76761098
447,9.92485,0,0,0.74,6.251,2.198,24,666,20.2,388.52,16.44,12.6,18.12384526,98.66064147,19.43893766,30.51286646
448,9.32909,0,0,0.713,6.185,2.2616,24,666,20.2,396.9,18.13,14.1,17.50647632,71.1122225,25.26399327,11.60408095
449,7.52601,0,0,0.713,6.417,2.185,24,666,20.2,304.21,19.31,13,17.21955722,90.87439641,28.23061608,17.8046631
450,6.71772,0,0,0.713,6.749,2.3236,24,666,20.2,0.32,17.44,13.4,16.51350383,83.40815135,36.23200249,9.693906112
451,5.44114,0,0,0.713,6.655,2.3552,24,666,20.2,355.29,17.73,15.2,19.39703238,53.77004859,9.833078203,17.61508083
452,5.09017,0,0,0.713,6.297,2.3682,24,666,20.2,385.09,17.27,16.1,18.57223563,41.3809972,15.68612021,6.11194902
453,8.24809,0,0,0.713,7.393,2.4527,24,666,20.2,375.87,16.74,17.8,22.46156955,22.3994557,0.005074677,21.73023071
454,9.51363,0,0,0.713,6.728,2.4961,24,666,20.2,6.68,18.71,14.9,15.26854884,58.25973238,52.76943682,0.135828246
455,4.75237,0,0,0.713,6.525,2.4358,24,666,20.2,50.92,18.13,14.1,15.81749443,71.1122225,45.09541381,2.949787124
456,4.66883,0,0,0.713,5.976,2.5806,24,666,20.2,10.48,19.01,12.7,12.68734881,96.68408021,96.9330337,0.000160053
457,8.20058,0,0,0.713,5.936,2.7792,24,666,20.2,3.5,16.94,13.5,12.87286089,81.59159009,93.31454583,0.393303466
458,7.75223,0,0,0.713,6.301,2.7831,24,666,20.2,272.21,16.23,14.9,17.1732735,58.25973238,28.72459211,5.167772397
459,6.80117,0,0,0.713,6.081,2.7175,24,666,20.2,396.9,14.7,20,18.49713252,6.415107875,16.28666304,2.258610656
460,4.81213,0,0,0.713,6.701,2.5975,24,666,20.2,255.23,16.42,16.4,19.03245746,37.61131341,12.25244218,6.929832268
461,3.69311,0,0,0.713,6.376,2.5671,24,666,20.2,391.43,14.65,17.7,20.15527931,23.35601697,5.652634722,6.02839647
462,6.65492,0,0,0.713,6.317,2.7344,24,666,20.2,396.9,13.99,19.5,19.75598299,9.1979142,7.710747818,0.065527292
463,5.82115,0,0,0.713,6.513,2.8016,24,666,20.2,393.82,10.29,20.2,22.39614382,5.441985346,0.01867664,4.823047678
464,7.83932,0,0,0.655,6.209,2.9634,24,666,20.2,396.9,13.22,21.4,20.28540293,1.283250168,5.050822007,1.242326624
465,3.1636,0,0,0.655,5.759,3.0665,24,666,20.2,334.4,14.13,19.9,17.87081761,6.93166914,21.73413877,4.117581172
466,3.77498,0,0,0.655,5.952,2.8715,24,666,20.2,22.01,17.15,19,14.34585032,12.48072052,67.02624865,21.66110926
467,4.42228,0,0,0.584,6.003,2.5403,24,666,20.2,331.29,21.32,19.1,16.89470484,11.78415926,31.78818837,4.863326752
468,15.5757,0,0,0.58,5.926,2.9084,24,666,20.2,368.74,18.13,19.1,16.92837104,11.78415926,31.40969485,4.71597234
469,13.0751,0,0,0.58,5.713,2.8237,24,666,20.2,396.9,14.76,20.1,18.53917697,5.918546611,15.94907542,2.436168531
470,4.34879,0,0,0.58,6.167,3.0334,24,666,20.2,396.9,16.29,19.9,20.09843818,6.93166914,5.926148242,0.039377713
471,4.03841,0,0,0.532,6.229,3.0993,24,666,20.2,395.33,12.87,19.6,22.87615265,8.601352935,0.117886697,10.73317616
472,3.56868,0,0,0.58,6.437,2.8965,24,666,20.2,393.37,14.36,23.2,22.38957374,0.445147401,0.020515574,0.656790726
473,4.64689,0,0,0.614,6.98,2.5329,24,666,20.2,374.68,11.66,29.8,25.52612929,52.81210392,8.959982402,18.26597081
474,8.05579,0,0,0.584,5.427,2.4298,24,666,20.2,352.58,18.14,13.8,16.3359191,76.26190629,38.40141122,6.430885702
475,6.39312,0,0,0.584,6.162,2.206,24,666,20.2,302.76,24.1,13.3,16.06637279,85.24471262,41.81476263,7.652818424
476,4.87141,0,0,0.614,6.484,2.3053,24,666,20.2,396.21,18.68,16.7,20.48751325,34.02162961,4.183223775,14.34525659
477,15.0234,0,0,0.614,5.304,2.1007,24,666,20.2,349.48,24.91,12,11.51616895,110.9400091,121.366299,0.234092485
478,10.233,0,0,0.614,6.185,2.1705,24,666,20.2,379.7,18.03,14.6,19.15700145,62.92941618,11.39605855,20.76626222
479,14.3337,0,0,0.614,6.229,1.9512,24,666,20.2,383.32,13.11,21.4,21.81196308,1.283250168,0.519614983,0.169713579
480,5.82401,0,0,0.532,6.242,3.4242,24,666,20.2,396.9,10.74,23,23.37477518,0.218269931,0.708911548,0.140456433
481,5.70818,0,0,0.532,6.75,3.3317,24,666,20.2,393.07,7.74,23.7,26.9887997,1.362341077,19.85587695,10.81620345
482,5.73116,0,0,0.532,7.061,3.4106,24,666,20.2,395.28,7.01,25,28.45288324,6.087044634,35.04731064,11.92240264
483,2.81838,0,0,0.532,5.762,4.0983,24,666,20.2,392.92,10.42,21.8,20.9998064,0.537005109,2.350088773,0.640309801
484,2.37857,0,0,0.583,5.871,3.724,24,666,20.2,370.73,13.34,20.6,19.40203881,3.735740287,9.801705215,1.435111008
485,3.67367,0,0,0.583,6.312,3.9917,24,666,20.2,388.62,10.58,21.2,22.14731278,1.776372698,0.148605271,0.897401507
486,5.69175,0,0,0.583,6.114,3.5459,24,666,20.2,392.68,14.98,19.1,19.57959977,11.78415926,8.721428951,0.230015939
487,4.83567,0,0,0.583,5.905,3.1523,24,666,20.2,388.22,11.45,20.6,21.26869116,3.735740287,1.597987143,0.44714787
488,0.15086,0,0,0.609,5.454,1.8209,4,711,20.1,395.09,18.06,15.2,11.77876275,53.77004859,115.6494533,11.70486435
489,0.18337,0,0,0.609,5.414,1.7554,4,711,20.1,344.05,23.97,7,8.157708512,241.2680723,206.6434371,1.340288999
490,0.20746,0,0,0.609,5.093,1.8226,4,711,20.1,318.43,29.68,8.1,3.612162116,208.3058984,357.9907772,20.14068887
491,0.10574,0,0,0.609,5.983,1.8681,4,711,20.1,390.11,18.07,13.6,13.67270471,79.79502882,78.50140054,0.005285975
492,0.11132,0,0,0.609,5.983,2.1099,4,711,20.1,396.9,13.35,20.1,15.84098398,5.918546611,44.78048626,18.13921744
493,0.17331,0,0,0.585,5.707,2.3817,6,391,19.2,396.9,12.01,21.8,20.72366481,0.537005109,3.272993033,1.15849745
494,0.27957,0,0,0.585,5.926,2.3817,6,391,19.2,396.9,13.59,24.5,20.71898862,3.869850958,3.289934656,14.29604704
495,0.17899,0,0,0.585,5.67,2.7986,6,391,19.2,393.29,17.6,23.1,17.00517626,0.321708666,30.55469408,37.14687637
496,0.2896,0,0,0.585,5.39,2.7986,6,391,19.2,396.9,21.14,19.7,14.11230714,8.02479167,70.90480651,31.2223115
497,0.26838,0,0,0.585,5.794,2.8927,6,391,19.2,396.9,14.1,18.3,19.18909472,17.91664938,11.1804073,0.790489418
498,0.23912,0,0,0.585,6.019,2.4091,6,391,19.2,396.9,12.92,21.2,21.38616422,1.776372698,1.31478811,0.034657118
499,0.17783,0,0,0.585,5.569,2.3999,6,391,19.2,395.77,15.1,17.5,18.5460439,25.3291395,15.89427464,1.094207837
500,0.22438,0,0,0.585,6.027,2.4982,6,391,19.2,396.9,14.33,16.8,20.54830927,32.86506835,3.938228566,14.04982237
501,0.06263,0,0,0.573,6.593,2.4786,1,273,21,391.99,9.67,22.4,23.53567049,0.01763752,1.005736531,1.289747457
502,0.04527,0,0,0.573,6.12,2.2875,1,273,21,396.9,9.08,20.6,22.37864748,3.735740287,0.023764949,3.163586865
503,0.06076,0,0,0.573,6.976,2.1675,1,273,21,396.9,5.64,23.9,27.60800597,1.869218547,25.75765141,13.74930824
504,0.10959,0,0,0.573,6.794,2.3889,1,273,21,393.45,6.48,22,26.10926881,0.283882579,12.79108394,16.88609019
505,0.04741,0,0,0.573,6.03,2.505,1,273,21,396.9,7.88,11.9,22.33872926,113.0565703,0.037665908,108.9670685
,,,,,,,,,,,Y_bar,22.53280632,,42716.29542,31652.20521,11081.3923
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,r-sqare,0.740986663,RMSE,4.679741957
